Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level
6153,Female,34,Chicago,Silver,645.63,10,4.6,TRUE,20,Neutral
6154,Male,39,Phoenix,Bronze,486.37,11,3.4,TRUE,20,Unsatisfied
6155,Female,26,Boston,Gold,1599.84,20,4.7,FALSE,16,Satisfied
6156,Female,41,New York,Silver,756.31,15,3.9,TRUE,62,Neutral
6157,Male,37,San Diego,Bronze,438.96,9,3.2,TRUE,47,Neutral
6158,Male,45,Philadelphia,Bronze,591.37,7,3,TRUE,65,Neutral
6159,Female,42,Seattle,Gold,1307.57,19,4.6,FALSE,17,Satisfied
6160,Female,28,Portland,Silver,711.63,13,4.3,FALSE,48,Neutral
6161,Male,32,Orlando,Bronze,393.85,9,3.2,TRUE,66,Unsatisfied
6162,Male,32,Dallas,Silver,679.04,13,4.1,FALSE,53,Neutral
6163,Male,44,Houston,Silver,852.31,14,4.1,FALSE,64,Satisfied
6164,Female,28,San Diego,Silver,703.18,15,4.3,TRUE,47,Neutral
6165,Male,29,San Francisco,Bronze,397.76,11,3.2,FALSE,49,Unsatisfied
6166,Female,33,Denver,Gold,1205.91,14,4.5,FALSE,27,Satisfied
6167,Male,45,Houston,Gold,1200.86,15,4.9,TRUE,29,Satisfied
6168,Female,35,San Francisco,Bronze,523.66,11,3.6,TRUE,74,Unsatisfied
6169,Female,31,Atlanta,Silver,721.41,15,3.8,FALSE,23,Neutral
6170,Female,35,Orlando,Gold,1046.5,17,5,FALSE,19,Neutral
6171,Female,35,Chicago,Silver,629.16,15,3.8,TRUE,27,Neutral
6172,Male,44,Orlando,Gold,1447.19,18,4.4,TRUE,30,Neutral
6173,Female,29,Los Angeles,Bronze,453.31,7,3.4,FALSE,77,Unsatisfied
6174,Female,37,Miami,Bronze,442.27,10,3,TRUE,80,Unsatisfied
6175,Female,29,Los Angeles,Silver,633.66,13,4.1,FALSE,58,Neutral
6176,Female,45,Orlando,Silver,750.09,11,4.2,TRUE,48,Neutral
6177,Male,27,Austin,Silver,756.95,15,3.6,FALSE,31,Neutral
6178,Female,38,Chicago,Silver,668.93,15,3.7,TRUE,48,Neutral
6179,Male,33,Austin,Silver,694.05,12,3.9,FALSE,64,Satisfied
6180,Female,32,Denver,Silver,695.63,11,3.9,TRUE,51,Neutral
6181,Male,43,Phoenix,Bronze,529.37,9,3.4,TRUE,54,Unsatisfied
6182,Male,41,Houston,Gold,1476.93,14,4.6,TRUE,11,Neutral
6183,Female,39,Miami,Gold,1393.15,15,4.3,TRUE,19,Satisfied
6184,Male,45,Philadelphia,Bronze,458.81,12,3.5,FALSE,76,Satisfied
6185,Female,39,Denver,Bronze,482.8,8,3.6,FALSE,50,Unsatisfied
6186,Female,39,Phoenix,Bronze,446.02,11,3.5,TRUE,65,Unsatisfied
6187,Male,30,Dallas,Silver,607.18,10,4.7,TRUE,14,Neutral
6188,Male,26,San Diego,Silver,675.67,12,3.9,TRUE,36,Satisfied
6189,Female,29,Las Vegas,Gold,1221.36,18,4.7,FALSE,10,Satisfied
6190,Female,36,Los Angeles,Silver,659.95,10,4.2,TRUE,26,Satisfied
6191,Male,36,Denver,Gold,1379.3,21,4.7,TRUE,15,Unsatisfied
6192,Female,41,San Francisco,Gold,1084.38,19,4.9,FALSE,28,Satisfied
6193,Male,35,Los Angeles,Bronze,532.42,8,2.9,FALSE,75,Neutral
6194,Female,33,Orlando,Bronze,485.16,7,3.7,TRUE,35,Unsatisfied
6195,Male,26,Chicago,Gold,1332.94,19,4.5,FALSE,9,Satisfied
6196,Female,27,Chicago,Gold,1383.23,14,4.6,FALSE,17,Satisfied
6197,Female,43,Atlanta,Silver,902.06,11,4.5,TRUE,57,Satisfied
6198,Female,41,Orlando,Bronze,418.17,11,3.4,FALSE,40,Unsatisfied
6199,Male,35,Denver,Bronze,416.58,11,3.2,TRUE,72,Unsatisfied
6200,Female,27,Atlanta,Gold,1525.75,20,4.7,FALSE,15,Unsatisfied
6201,Male,42,New York,Gold,1581.31,15,4.7,TRUE,35,Satisfied
6202,Female,44,Denver,Gold,1380.64,18,4.8,FALSE,30,Satisfied
6203,Female,27,Houston,Bronze,383.65,12,3.3,TRUE,77,Unsatisfied
6204,Male,27,Philadelphia,Silver,855.39,12,3.9,TRUE,26,Neutral
6205,Male,28,Denver,Gold,1446.75,21,4.8,TRUE,23,Neutral
6206,Female,34,San Francisco,Silver,774.33,10,4.4,TRUE,20,Satisfied
6207,Female,32,Los Angeles,Silver,758.71,14,4,FALSE,41,Neutral
6208,Female,27,Las Vegas,Gold,1546.61,15,4.7,FALSE,18,Satisfied
6209,Male,42,Atlanta,Gold,1520.74,18,4.7,FALSE,14,Satisfied
6210,Female,43,Las Vegas,Gold,1114.96,18,4.6,FALSE,12,Unsatisfied
6211,Male,29,Las Vegas,Gold,1106.51,19,4.2,FALSE,25,Satisfied
6212,Male,40,Philadelphia,Silver,877.23,13,3.5,TRUE,40,Neutral
6213,Female,33,New York,Bronze,570.29,8,3.3,FALSE,43,Unsatisfied
6214,Female,29,San Diego,Bronze,389.2,11,2.8,FALSE,59,Unsatisfied
6215,Male,26,Las Vegas,Silver,731.45,14,4.3,TRUE,32,Neutral
6216,Female,28,Chicago,Gold,1460.43,20,4.6,FALSE,26,Satisfied
6217,Male,45,New York,Silver,649.96,13,4.1,TRUE,55,Satisfied
6218,Female,31,Seattle,Bronze,550.85,8,2.9,TRUE,24,Unsatisfied
6219,Male,39,Denver,Bronze,495.53,12,3.4,TRUE,31,Unsatisfied
6220,Female,33,Orlando,Bronze,543,11,3.6,TRUE,41,Neutral
6221,Male,28,Las Vegas,Silver,809.2,11,4.3,TRUE,13,Neutral
6222,Female,39,Houston,Bronze,571.11,11,3.8,TRUE,46,Unsatisfied
6223,Male,29,Austin,Gold,1385.55,17,4.8,TRUE,27,Satisfied
6224,Male,32,Houston,Gold,1517.96,16,4.8,TRUE,22,Satisfied
6225,Female,33,Los Angeles,Silver,665.86,14,4,FALSE,48,Satisfied
6226,Female,32,San Francisco,Bronze,563.89,7,3.1,TRUE,27,Neutral
6227,Female,45,Miami,Bronze,496.13,11,3.4,TRUE,73,Neutral
6228,Female,34,New York,Bronze,605.75,8,3.4,TRUE,31,Unsatisfied
6229,Female,36,Chicago,Bronze,420.75,11,3.5,TRUE,19,Unsatisfied
6230,Female,35,Orlando,Gold,1464.38,20,4.7,TRUE,20,Satisfied
6231,Female,39,Atlanta,Gold,1353.15,16,5,TRUE,19,Satisfied
6232,Female,29,New York,Bronze,400.58,7,3.7,TRUE,59,Unsatisfied
6233,Male,42,San Diego,Bronze,453.09,12,3.6,TRUE,54,Neutral
6234,Male,43,Austin,Bronze,552.64,10,3.8,TRUE,56,Unsatisfied
6235,Female,43,Houston,Bronze,327.91,8,3.2,TRUE,43,Neutral
6236,Male,29,Orlando,Silver,622.11,11,4.4,TRUE,43,Unsatisfied
6237,Male,29,Atlanta,Silver,768.42,11,3.9,TRUE,18,Satisfied
6238,Male,39,San Francisco,Silver,764.17,14,3.9,TRUE,43,Neutral
6239,Male,42,Orlando,Bronze,481.24,8,3.3,TRUE,67,Unsatisfied
6240,Female,38,Dallas,Gold,1215.38,20,4.9,FALSE,16,Satisfied
6241,Female,39,Los Angeles,Gold,1365.35,19,4.7,FALSE,23,Neutral
6242,Female,27,Los Angeles,Silver,702.63,11,4.4,FALSE,41,Neutral
6243,Female,27,Dallas,Gold,1028.1,17,4.4,TRUE,21,Satisfied
6244,Female,34,Houston,Bronze,473.98,9,3.6,TRUE,55,Neutral
6245,Male,32,Philadelphia,Bronze,542.03,10,3.3,TRUE,30,Unsatisfied
6246,Male,38,Orlando,Bronze,466.32,9,3.3,TRUE,78,Unsatisfied
6247,Male,42,Chicago,Gold,1452.77,18,4.5,TRUE,10,Satisfied
6248,Female,28,Orlando,Silver,830.2,13,3.9,TRUE,14,Satisfied
6249,Female,37,San Diego,Bronze,461.46,8,3.4,FALSE,24,Unsatisfied
6250,Female,33,New York,Silver,894.4,10,4.1,FALSE,29,Satisfied
6251,Female,32,Boston,Gold,1420.35,19,4.3,FALSE,20,Satisfied
6252,Male,32,Seattle,Gold,1399.22,14,5,TRUE,14,Neutral
6253,Male,40,San Francisco,Bronze,553.79,10,3.4,TRUE,61,Neutral
6254,Male,40,San Francisco,Silver,738.49,15,4,TRUE,51,Satisfied
6255,Female,27,Houston,Silver,751.41,12,4.2,TRUE,49,Satisfied
6256,Male,39,New York,Bronze,461.63,8,2.9,TRUE,48,Unsatisfied
6257,Male,29,Las Vegas,Bronze,520.89,12,4,TRUE,31,Unsatisfied
6258,Female,31,San Diego,Bronze,494.12,9,2.9,TRUE,69,Neutral
6259,Female,27,Portland,Bronze,488.26,10,3,FALSE,20,Neutral
6260,Male,31,Atlanta,Silver,801.85,15,4.1,TRUE,25,Neutral
6261,Female,35,New York,Silver,861.17,13,3.5,FALSE,62,Satisfied
6262,Male,45,New York,Bronze,485.63,10,3.6,FALSE,62,Neutral
6263,Male,43,Dallas,Bronze,499.63,8,3.3,TRUE,28,Neutral
6264,Female,36,Atlanta,Bronze,500.69,8,3.6,TRUE,40,Unsatisfied
6265,Male,36,Las Vegas,Silver,678.19,15,3.7,FALSE,54,Neutral
6266,Male,35,Philadelphia,Gold,1353.72,15,4.7,FALSE,16,Satisfied
6267,Male,30,Philadelphia,Silver,645.6,14,4.1,TRUE,36,Satisfied
6268,Female,35,Philadelphia,Bronze,448.29,12,3.3,FALSE,59,Unsatisfied
6269,Female,40,Philadelphia,Bronze,505.23,7,3.5,TRUE,79,Satisfied
6270,Male,33,Phoenix,Silver,742.69,11,4.1,TRUE,40,Satisfied
6271,Male,30,San Diego,Silver,780.63,13,4.1,TRUE,45,Neutral
6272,Male,45,Los Angeles,Gold,939.52,17,4.8,FALSE,23,Satisfied
6273,Female,44,San Diego,Gold,1669.55,14,4.9,TRUE,34,Satisfied
6274,Male,32,Atlanta,Bronze,383.95,10,3.3,TRUE,19,Unsatisfied
6275,Female,35,Houston,Silver,605.2,11,3.9,TRUE,28,Neutral
6276,Male,43,Seattle,Gold,1435.36,20,4.8,FALSE,8,Satisfied
6277,Female,43,Houston,Bronze,447.77,7,3.7,TRUE,30,Unsatisfied
6278,Male,39,Philadelphia,Gold,1468.2,15,4.6,TRUE,25,Satisfied
6279,Female,31,New York,Silver,638.1,13,4.4,TRUE,14,Unsatisfied
6280,Female,29,Seattle,Gold,1394.24,17,4.3,TRUE,21,Satisfied
6281,Male,36,Seattle,Silver,819.66,12,4.2,TRUE,56,Unsatisfied
6282,Female,27,Las Vegas,Silver,730.11,15,4.3,FALSE,35,Unsatisfied
6283,Male,28,San Francisco,Gold,1320.81,14,4.9,TRUE,13,Satisfied
6284,Female,30,Orlando,Bronze,554.41,9,3,TRUE,32,Unsatisfied
6285,Female,35,Chicago,Silver,718.82,15,3.8,TRUE,37,Satisfied
6286,Male,26,Austin,Bronze,474.25,8,3.5,TRUE,59,Unsatisfied
6287,Female,32,Phoenix,Silver,869.08,11,4,TRUE,21,Neutral
6288,Female,34,Boston,Gold,1200.47,21,4.7,FALSE,21,Satisfied
6289,Female,29,New York,Bronze,601.59,8,3.2,TRUE,32,Neutral
6290,Female,37,Philadelphia,Bronze,494.75,9,3.2,TRUE,19,Satisfied
6291,Male,34,Las Vegas,Silver,704.88,12,3.9,TRUE,57,Satisfied
6292,Female,39,San Diego,Silver,748.2,12,4,TRUE,25,Satisfied
6293,Female,29,Denver,Bronze,397.06,8,2.9,TRUE,22,Unsatisfied
6294,Male,42,Las Vegas,Gold,1157.71,20,5,TRUE,31,Satisfied
6295,Male,33,Denver,Bronze,530.01,8,2.8,TRUE,20,Neutral
6296,Male,29,Seattle,Silver,760.25,11,4.5,FALSE,47,Neutral
6297,Female,26,Philadelphia,Gold,1288.23,15,4.6,TRUE,31,Satisfied
6298,Male,42,Denver,Silver,857.08,15,4.3,FALSE,61,Neutral
6299,Male,33,Las Vegas,Bronze,478.09,9,3.3,TRUE,26,Neutral
6300,Male,31,San Diego,Bronze,493.81,7,3,TRUE,28,Neutral
6301,Male,29,San Francisco,Silver,926.1,14,4,TRUE,24,Neutral
6302,Female,43,Austin,Bronze,563.25,8,3.2,FALSE,69,Unsatisfied
6303,Female,29,Boston,Silver,771.36,14,4.2,TRUE,20,Unsatisfied
6304,Female,39,Austin,Silver,812.15,11,4.8,FALSE,29,Satisfied
6305,Female,26,San Francisco,Silver,687.14,10,4.1,FALSE,14,Neutral
6306,Female,42,Portland,Bronze,490.05,9,3.1,TRUE,25,Neutral
6307,Female,40,Austin,Bronze,411.62,10,3.1,TRUE,50,Unsatisfied
6308,Male,29,Portland,Bronze,448.72,8,3.3,FALSE,28,Neutral
6309,Female,32,Phoenix,Bronze,316.33,10,3.6,TRUE,44,Neutral
6310,Female,39,Phoenix,Bronze,466.65,7,3.6,TRUE,26,Unsatisfied
6311,Female,32,Houston,Bronze,371.5,7,3,TRUE,48,Unsatisfied
6312,Female,40,Las Vegas,Bronze,522.93,9,3.2,TRUE,41,Neutral
6313,Male,41,Miami,Silver,568.47,10,3.9,TRUE,40,Neutral
6314,Female,38,Portland,Silver,712.16,14,4,FALSE,31,Neutral
6315,Female,33,Orlando,Gold,1437.01,17,4.7,TRUE,16,Satisfied
6316,Male,33,Miami,Gold,1317.82,14,4.8,TRUE,8,Satisfied
6317,Female,39,Portland,Bronze,464.14,12,3.3,FALSE,25,Unsatisfied
6318,Female,33,Houston,Silver,861.9,15,4,FALSE,43,Unsatisfied
6319,Male,28,Portland,Bronze,448.04,8,3.2,FALSE,78,Unsatisfied
6320,Female,30,Phoenix,Bronze,459.55,11,3.4,TRUE,22,Unsatisfied
6321,Male,41,Miami,Gold,1499.99,15,4.6,FALSE,22,Satisfied
6322,Female,41,Atlanta,Gold,1444.5,21,5,FALSE,26,Satisfied
6323,Female,29,Denver,Silver,813.16,13,4,FALSE,43,Satisfied
6324,Female,29,New York,Bronze,440.86,10,3.4,TRUE,44,Neutral
6325,Female,30,Denver,Silver,810.29,13,4,TRUE,36,Neutral
6326,Female,28,San Diego,Silver,795.39,13,3.7,FALSE,64,Neutral
6327,Male,29,Orlando,Silver,757.34,11,4.7,TRUE,47,Neutral
6328,Female,27,Los Angeles,Bronze,570.07,8,3.2,TRUE,61,Neutral
6329,Male,38,Las Vegas,Bronze,511.56,9,3.5,TRUE,54,Neutral
6330,Male,27,Atlanta,Gold,1506.75,20,4.8,TRUE,23,Satisfied
6331,Male,37,Dallas,Silver,655.68,14,4.1,TRUE,49,Unsatisfied
6332,Female,40,Orlando,Gold,1289.67,14,4.6,FALSE,28,Satisfied
6333,Female,34,Orlando,Gold,1370.19,17,4.9,TRUE,20,Satisfied
6334,Male,37,Philadelphia,Bronze,426.89,12,3.1,TRUE,68,Unsatisfied
6335,Male,37,Phoenix,Gold,1498.24,15,4.8,FALSE,29,Satisfied
6336,Female,29,Phoenix,Gold,1275.56,18,4.5,TRUE,26,Satisfied
6337,Male,35,Miami,Silver,675.9,11,4.2,TRUE,30,Satisfied
6338,Female,30,Austin,Silver,886.24,15,3.8,FALSE,12,Unsatisfied
6339,Male,27,San Diego,Gold,1422.47,16,4.8,FALSE,22,Satisfied
6340,Male,32,Las Vegas,Gold,1452.45,16,4.5,FALSE,26,Satisfied
6341,Female,26,Seattle,Bronze,495.5,10,3.2,TRUE,67,Unsatisfied
6342,Male,44,Las Vegas,Silver,745.99,11,3.6,TRUE,32,Neutral
6343,Male,29,Dallas,Bronze,438.63,8,3.5,TRUE,22,Unsatisfied
6344,Female,26,Houston,Bronze,438.59,11,3.6,TRUE,46,Neutral
6345,Female,39,Los Angeles,Bronze,415.2,10,3.2,TRUE,53,Neutral
6346,Male,38,Houston,Gold,1312.08,16,5,FALSE,33,Satisfied
6347,Male,32,Orlando,Gold,1460.06,17,4.9,FALSE,17,Satisfied
6348,Male,26,Austin,Gold,1068.89,20,4.7,TRUE,19,Satisfied
6349,Female,26,Portland,Silver,642,15,4,FALSE,40,Neutral
6350,Female,26,San Diego,Silver,850.26,10,4.2,TRUE,53,Satisfied
6351,Female,29,Phoenix,Bronze,517.88,7,3.7,FALSE,32,Neutral
6352,Female,35,Dallas,Bronze,515.4,9,4,TRUE,33,Unsatisfied
6353,Female,29,Orlando,Silver,699.14,10,4.1,TRUE,15,Neutral
6354,Male,33,Atlanta,Silver,669.3,14,4.4,TRUE,33,Neutral
6355,Female,36,Miami,Bronze,550.7,7,3.5,TRUE,43,Unsatisfied
6356,Female,39,Austin,Silver,885.52,14,4,TRUE,43,Satisfied
6357,Male,45,Orlando,Gold,1306.52,15,4.6,FALSE,13,Satisfied
6358,Female,26,San Diego,Bronze,424.73,9,3.4,FALSE,38,Satisfied
6359,Male,31,New York,Gold,1207.57,17,4.9,TRUE,26,Satisfied
6360,Male,33,Houston,Gold,1258.17,19,4.4,FALSE,8,Satisfied
6361,Female,41,Philadelphia,Bronze,463.46,9,3.6,FALSE,39,Unsatisfied
6362,Female,32,Atlanta,Gold,1641.04,17,4.7,FALSE,24,Satisfied
6363,Male,42,Portland,Bronze,451.36,11,3.7,TRUE,26,Neutral
6364,Female,38,Chicago,Silver,779.83,15,4.1,FALSE,55,Satisfied
6365,Male,40,Las Vegas,Gold,1412.92,14,4.7,TRUE,29,Satisfied
6366,Male,44,Austin,Bronze,554.99,9,3,TRUE,75,Unsatisfied
6367,Female,34,Philadelphia,Gold,1396.04,19,4.7,FALSE,8,Satisfied
6368,Male,40,San Francisco,Silver,635.22,14,3.5,FALSE,37,Satisfied
6369,Female,32,Austin,Gold,1410.57,16,5,TRUE,27,Satisfied
6370,Female,26,Denver,Bronze,447.7,10,3.8,TRUE,40,Unsatisfied
6371,Female,39,New York,Silver,710.06,13,4.2,TRUE,14,Neutral
6372,Male,30,Los Angeles,Silver,648.09,13,4.4,TRUE,54,Neutral
6373,Female,35,Austin,Gold,1217.71,18,4.8,TRUE,11,Satisfied
6374,Female,45,Phoenix,Silver,712.91,11,4.4,TRUE,57,Neutral
6375,Female,33,Las Vegas,Silver,697.65,14,4.4,TRUE,41,Neutral
6376,Female,28,Seattle,Gold,1410.63,14,4.6,FALSE,26,Satisfied
6377,Female,39,Houston,Bronze,395,12,3.5,TRUE,30,Unsatisfied
6378,Male,35,Seattle,Gold,1437.71,20,4.6,FALSE,16,Satisfied
6379,Female,26,San Francisco,Silver,637.96,12,4.3,TRUE,27,Neutral
6380,Female,37,Seattle,Bronze,457.35,11,3.5,TRUE,44,Unsatisfied
6381,Male,39,Miami,Bronze,450,9,3.3,TRUE,41,Unsatisfied
6382,Male,26,Philadelphia,Silver,731.89,10,4.4,TRUE,31,Unsatisfied
6383,Female,45,Houston,Bronze,437.76,9,3.5,TRUE,71,Neutral
6384,Male,26,Philadelphia,Gold,1597.53,20,4.7,TRUE,10,Satisfied
6385,Female,31,Los Angeles,Gold,1388.25,16,4.5,FALSE,13,Satisfied
6386,Male,37,Houston,Gold,1103.38,21,4.4,FALSE,31,Satisfied
6387,Female,33,Austin,Gold,1575.88,16,4.5,TRUE,31,Satisfied
6388,Male,30,Portland,Gold,1238.14,16,4.7,FALSE,11,Satisfied
6389,Female,33,San Diego,Gold,1474.27,21,4.7,TRUE,27,Satisfied
6390,Male,41,Boston,Bronze,555.32,7,3.6,TRUE,72,Unsatisfied
6391,Male,42,Houston,Bronze,445.79,10,3.5,TRUE,49,Neutral
6392,Female,40,Austin,Gold,1574.13,17,4.7,TRUE,29,Satisfied
6393,Female,38,Boston,Bronze,439.94,12,3.3,TRUE,53,Unsatisfied
6394,Male,43,Dallas,Gold,1377.59,17,4.7,FALSE,26,Satisfied
6395,Female,35,Miami,Silver,706.15,10,4.4,TRUE,33,Neutral
6396,Female,35,Miami,Gold,1488.24,18,4.8,TRUE,15,Satisfied
6397,Male,29,Seattle,Bronze,375.34,7,3,TRUE,74,Unsatisfied
6398,Male,34,Orlando,Gold,1336.12,21,4.7,FALSE,33,Satisfied
6399,Male,28,Boston,Gold,1353.95,20,4.8,FALSE,15,Satisfied
6400,Male,33,Las Vegas,Gold,1449.85,14,4.6,FALSE,24,Satisfied
6401,Female,35,Denver,Gold,1112.52,17,4.7,FALSE,25,Satisfied
6402,Male,30,New York,Gold,1274.98,20,4.7,TRUE,34,Satisfied
6403,Male,30,San Francisco,Gold,1313.38,17,4.9,TRUE,8,Satisfied
6404,Male,33,Los Angeles,Silver,693.21,15,4,TRUE,58,Unsatisfied
6405,Female,27,Atlanta,Bronze,515.41,12,3.5,TRUE,56,Unsatisfied
6406,Female,28,Austin,Silver,818.76,14,4.5,TRUE,42,Satisfied
6407,Female,30,Chicago,Silver,664.44,14,4.1,FALSE,12,Satisfied
6408,Female,30,Houston,Gold,1289.32,17,4.6,TRUE,24,Satisfied
6409,Female,28,Houston,Gold,1466.79,16,5,FALSE,23,Satisfied
6410,Female,29,Austin,Gold,1545.38,16,4.8,FALSE,18,Satisfied
6411,Female,37,Phoenix,Silver,762.68,13,4.3,TRUE,25,Neutral
6412,Female,27,Philadelphia,Gold,1223.62,17,4.3,FALSE,16,Unsatisfied
6413,Male,30,Portland,Silver,880.16,14,3.6,TRUE,26,Unsatisfied
6414,Male,44,San Diego,Silver,781.06,10,4.5,FALSE,60,Neutral
6415,Male,41,Boston,Bronze,537.98,9,3,FALSE,28,Unsatisfied
6416,Female,45,San Francisco,Silver,676.34,13,4.1,TRUE,14,Satisfied
6417,Female,27,Chicago,Gold,1391.97,20,4.9,FALSE,31,Satisfied
6418,Male,33,Dallas,Silver,682.12,13,3.9,TRUE,36,Neutral
6419,Female,42,Houston,Gold,1412.54,14,5,TRUE,8,Satisfied
6420,Male,43,New York,Bronze,625.65,9,2.9,FALSE,47,Unsatisfied
6421,Male,33,New York,Bronze,531.23,9,3.4,TRUE,50,Unsatisfied
6422,Female,37,Atlanta,Silver,761.28,13,4.1,TRUE,42,Neutral
6423,Female,35,Portland,Gold,1315.82,15,4.8,FALSE,10,Satisfied
6424,Female,39,Dallas,Silver,646.02,15,4.4,TRUE,48,Neutral
6425,Male,35,San Francisco,Gold,1254.19,17,4.7,TRUE,35,Satisfied
6426,Male,28,Portland,Gold,1366.24,16,4.7,TRUE,8,Neutral
6427,Female,42,Orlando,Silver,723.39,14,4.8,TRUE,27,Neutral
6428,Female,35,Phoenix,Gold,1248.96,20,4.8,TRUE,25,Satisfied
6429,Male,29,Seattle,Gold,1762.43,15,4.5,FALSE,24,Satisfied
6430,Female,34,Houston,Silver,696.96,10,3.8,FALSE,46,Satisfied
6431,Female,28,Chicago,Gold,1114.9,16,4.8,FALSE,30,Satisfied
6432,Female,30,Portland,Silver,730.07,10,4,FALSE,21,Neutral
6433,Male,31,Austin,Silver,839.36,12,3.8,TRUE,18,Satisfied
6434,Male,30,Los Angeles,Gold,1316.6,14,4.5,TRUE,31,Satisfied
6435,Female,43,Atlanta,Bronze,426.46,10,3.3,TRUE,23,Unsatisfied
6436,Male,26,San Francisco,Silver,778.5,15,3.7,TRUE,12,Neutral
6437,Male,28,Las Vegas,Bronze,446.95,9,3.2,TRUE,25,Unsatisfied
6438,Female,35,San Diego,Gold,1404.44,20,4.6,TRUE,26,Satisfied
6439,Male,29,Denver,Gold,1382.28,21,4.7,TRUE,27,Satisfied
6440,Female,39,Philadelphia,Gold,1478.17,21,4.8,FALSE,34,Satisfied
6441,Female,31,Las Vegas,Gold,1449.13,14,4.3,FALSE,13,Neutral
6442,Female,43,Los Angeles,Bronze,382.95,11,3.2,TRUE,46,Neutral
6443,Female,34,Austin,Bronze,500.03,10,3.4,TRUE,58,Unsatisfied
6444,Male,39,Chicago,Bronze,483.58,11,3.2,TRUE,23,Unsatisfied
6445,Male,34,Houston,Gold,1339.59,21,4.6,FALSE,26,Satisfied
6446,Male,35,Austin,Bronze,514.74,7,3.8,FALSE,52,Unsatisfied
6447,Female,35,Orlando,Silver,784.02,11,4.1,FALSE,45,Satisfied
6448,Male,29,Phoenix,Silver,641.32,13,4.4,TRUE,46,Satisfied
6449,Female,29,Los Angeles,Bronze,462.62,9,3.1,TRUE,18,Neutral
6450,Male,41,Dallas,Silver,669.07,15,4.7,FALSE,19,Satisfied
6451,Male,35,Chicago,Bronze,632.53,7,3.8,TRUE,63,Neutral
6452,Male,43,Philadelphia,Silver,784.66,10,4.4,FALSE,30,Satisfied
6453,Female,33,Philadelphia,Silver,854.42,15,4.7,FALSE,65,Satisfied
6454,Female,32,Boston,Bronze,386.55,11,3.5,TRUE,32,Neutral
6455,Female,37,Orlando,Silver,788.23,12,3.7,TRUE,59,Satisfied
6456,Female,34,Chicago,Gold,1241.18,20,4.7,TRUE,22,Satisfied
6457,Female,44,Phoenix,Bronze,539.61,7,3.3,FALSE,50,Unsatisfied
6458,Female,34,Seattle,Silver,707.38,15,3.5,TRUE,64,Neutral
6459,Female,30,Denver,Bronze,542.54,11,2.9,TRUE,18,Unsatisfied
6460,Male,36,Chicago,Gold,1313.95,16,4.8,FALSE,33,Satisfied
6461,Male,26,Houston,Gold,1177.24,18,4.7,FALSE,34,Satisfied
6462,Female,28,New York,Bronze,608.64,7,3.7,FALSE,69,Unsatisfied
6463,Female,35,Boston,Bronze,602.39,10,3.6,FALSE,63,Unsatisfied
6464,Male,29,Austin,Bronze,493.27,12,3.7,TRUE,26,Unsatisfied
6465,Female,28,San Francisco,Gold,1175.71,15,4.6,FALSE,16,Neutral
6466,Female,33,Atlanta,Gold,1355.85,18,4.8,FALSE,16,Neutral
6467,Male,39,Dallas,Bronze,487.54,8,3.3,FALSE,72,Neutral
6468,Female,34,San Francisco,Bronze,471.36,9,3.7,TRUE,66,Unsatisfied
6469,Male,26,Los Angeles,Bronze,385.32,9,3.6,TRUE,80,Neutral
6470,Male,29,Portland,Bronze,571.13,12,3.3,TRUE,48,Neutral
6471,Male,32,Seattle,Silver,821.14,10,4.1,FALSE,42,Satisfied
6472,Female,32,Miami,Gold,1362.95,17,5,TRUE,11,Satisfied
6473,Male,30,Las Vegas,Silver,685.27,11,3.9,FALSE,28,Satisfied
6474,Male,27,Chicago,Gold,1464.45,17,4.7,FALSE,8,Satisfied
6475,Female,27,Seattle,Silver,586.35,15,4.2,TRUE,12,Satisfied
6476,Female,38,Portland,Silver,788.16,12,4.4,TRUE,48,Neutral
6477,Female,33,Las Vegas,Gold,1167.21,21,4.7,FALSE,20,Satisfied
6478,Male,27,Portland,Bronze,457.65,9,4.1,TRUE,18,Neutral
6479,Male,31,Boston,Gold,1272.12,14,4.7,FALSE,34,Satisfied
6480,Male,45,Philadelphia,Bronze,562.48,12,3.2,TRUE,32,Unsatisfied
6481,Female,34,New York,Bronze,467.01,7,3.7,TRUE,45,Unsatisfied
6482,Female,30,Phoenix,Bronze,429.52,9,3,TRUE,42,Unsatisfied
6483,Male,41,New York,Bronze,370.35,10,3.6,TRUE,59,Neutral
6484,Female,40,San Francisco,Silver,609.1,11,4.3,FALSE,46,Satisfied
6485,Female,42,Orlando,Bronze,501.31,10,2.5,FALSE,43,Unsatisfied
6486,Male,31,Houston,Gold,1331.73,17,4.8,TRUE,9,Satisfied
6487,Male,32,Philadelphia,Silver,743.57,12,4.5,FALSE,62,Neutral
6488,Male,33,San Diego,Silver,828.52,11,4.2,TRUE,27,Neutral
6489,Male,28,Las Vegas,Gold,1337.23,20,4.6,TRUE,30,Satisfied
6490,Female,30,San Diego,Gold,1303.6,19,4.8,FALSE,26,Satisfied
6491,Female,26,Houston,Gold,1392.75,18,4.8,FALSE,19,Neutral
6492,Female,34,Portland,Silver,824.02,14,3.8,TRUE,22,Unsatisfied
6493,Female,28,Portland,Bronze,374.7,9,3.5,FALSE,29,Neutral
